                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.68296,                0.52789,                 1.0184,                0.87964,                0.84601,                 0.8868,                0.70389,                0.83354,                0.64919,                 1.0878,             0.00035106,             0.00035106,             0.00035106
                     65,                0.68062,                0.52822,                 1.0126,                0.89033,                0.86601,                0.89096,                0.70777,                 0.8418,                0.63796,                    1.1,             0.00034206,             0.00034206,             0.00034206
                     66,                0.67852,                0.52022,                 1.0172,                0.88757,                0.85253,                0.88927,                0.71383,                0.82067,                 0.6467,                 1.0969,             0.00033306,             0.00033306,             0.00033306
                     67,                 0.6651,                 0.5251,                 1.0092,                0.90691,                 0.8381,                0.89063,                0.71099,                0.80481,                0.63764,                 1.0855,             0.00032406,             0.00032406,             0.00032406
                     68,                0.65107,                0.51045,                 1.0016,                0.89722,                0.85584,                0.88961,                0.71111,                 0.8083,                0.63385,                 1.0917,             0.00031506,             0.00031506,             0.00031506
                     69,                0.65484,                0.50532,                  1.005,                0.87597,                0.86622,                0.89096,                  0.715,                0.80581,                0.62123,                 1.0829,             0.00030606,             0.00030606,             0.00030606
                     70,                 0.6456,                0.49647,                 1.0035,                0.89684,                0.84204,                0.88643,                0.70945,                0.80951,                0.64395,                 1.0819,             0.00029706,             0.00029706,             0.00029706
                     71,                 0.6401,                0.49032,                0.99852,                 0.8991,                0.84774,                0.89317,                0.70874,                0.81673,                0.64073,                 1.0968,             0.00028806,             0.00028806,             0.00028806
                     72,                0.63966,                0.48552,                0.99715,                 0.8933,                  0.842,                0.89112,                0.71674,                0.80847,                0.61718,                 1.0832,             0.00027906,             0.00027906,             0.00027906
                     73,                0.63685,                0.48764,                0.99428,                0.89211,                0.85363,                0.88968,                0.71528,                0.81029,                0.62566,                 1.0936,             0.00027006,             0.00027006,             0.00027006
                     74,                0.63473,                0.48161,                0.99368,                0.88148,                0.86084,                0.89273,                0.71798,                0.80654,                0.63554,                 1.0859,             0.00026106,             0.00026106,             0.00026106
                     75,                0.63533,                0.48869,                0.99221,                0.89199,                0.85372,                  0.893,                0.71712,                0.81215,                0.64264,                 1.0963,             0.00025207,             0.00025207,             0.00025207
                     76,                 0.6171,                0.47175,                0.98581,                0.89561,                0.87149,                0.89195,                 0.7175,                0.80074,                0.61956,                 1.0855,             0.00024307,             0.00024307,             0.00024307
                     77,                0.62018,                0.47075,                0.98624,                0.91361,                0.83845,                0.89571,                0.72008,                0.80538,                0.64393,                 1.0915,             0.00023407,             0.00023407,             0.00023407
                     78,                0.60864,                 0.4657,                0.98847,                0.89482,                0.85364,                0.88973,                0.71758,                0.80984,                0.63215,                 1.0958,             0.00022507,             0.00022507,             0.00022507
                     79,                 0.6101,                0.46544,                 0.9842,                0.88013,                0.87412,                0.89699,                0.72104,                 0.8013,                0.62339,                  1.098,             0.00021607,             0.00021607,             0.00021607
                     80,                0.60135,                0.44838,                0.98011,                0.89703,                0.86698,                0.89543,                 0.7213,                0.80059,                0.62041,                 1.1012,             0.00020707,             0.00020707,             0.00020707
                     81,                0.60054,                 0.4562,                0.97885,                0.90585,                0.85206,                0.89858,                0.72357,                0.80532,                0.61744,                  1.102,             0.00019807,             0.00019807,             0.00019807
                     82,                0.59719,                0.45719,                0.97978,                0.90995,                 0.8491,                0.89448,                0.71911,                0.80593,                0.62151,                 1.0962,             0.00018907,             0.00018907,             0.00018907
                     83,                0.58513,                0.43335,                0.97214,                0.88611,                0.86005,                0.89264,                0.72031,                0.80142,                0.63393,                  1.099,             0.00018007,             0.00018007,             0.00018007
                     84,                0.58624,                0.44139,                0.97265,                0.88141,                0.86752,                 0.8916,                0.71716,                0.80944,                0.62135,                  1.105,             0.00017107,             0.00017107,             0.00017107
                     85,                0.57412,                0.43021,                0.96979,                0.88623,                0.87065,                0.89602,                0.72061,                0.80545,                0.62805,                 1.0975,             0.00016207,             0.00016207,             0.00016207
                     86,                0.56886,                0.42913,                0.96427,                0.90031,                  0.862,                0.89628,                0.72547,                0.79559,                 0.6268,                 1.1012,             0.00015308,             0.00015308,             0.00015308
                     87,                 0.5683,                0.42396,                0.96692,                0.90016,                0.86013,                0.89531,                0.72573,                0.79916,                0.61598,                 1.1046,             0.00014408,             0.00014408,             0.00014408
                     88,                0.56672,                0.42718,                0.96237,                0.88627,                0.86983,                0.89656,                0.72472,                0.79673,                0.62402,                 1.0994,             0.00013508,             0.00013508,             0.00013508
                     89,                0.56295,                0.42159,                0.96243,                0.90078,                0.86561,                0.89773,                0.72788,                0.78904,                 0.6082,                 1.0929,             0.00012608,             0.00012608,             0.00012608
                     90,                0.56054,                 0.4244,                0.96531,                0.88993,                0.87147,                0.89639,                0.72344,                0.79987,                0.62573,                 1.1019,             0.00011708,             0.00011708,             0.00011708
                     91,                0.49432,                0.32708,                0.91187,                0.89071,                0.87192,                0.89386,                0.72505,                0.79467,                 0.6197,                 1.1047,             0.00010808,             0.00010808,             0.00010808
                     92,                0.48678,                0.31854,                0.91434,                0.90658,                0.86473,                 0.8938,                0.72711,                 0.7886,                0.61115,                 1.0946,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                0.48432,                0.31266,                 0.9069,                 0.8942,                0.87856,                0.89811,                0.72955,                0.78685,                0.60843,                 1.0965,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                0.47489,                0.30841,                0.90406,                 0.9156,                 0.8625,                0.89407,                0.72876,                0.78465,                0.60343,                 1.0925,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                0.46672,                0.30121,                0.90111,                0.90748,                 0.8626,                0.89466,                0.72831,                0.78203,                 0.6089,                 1.0948,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.46217,                0.29918,                0.89601,                0.90962,                0.86359,                0.89432,                0.72942,                0.78546,                0.61099,                 1.0998,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                0.45843,                0.29562,                0.89787,                0.90388,                0.86449,                 0.8931,                0.72919,                0.78101,                0.60917,                 1.0965,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                0.45023,                0.29046,                 0.8981,                0.90883,                0.87043,                0.89254,                0.72939,                0.77787,                0.60689,                 1.0945,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                0.44916,                0.28738,                  0.891,                0.90383,                0.87124,                0.89472,                0.73106,                0.77573,                0.61116,                 1.0952,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                 0.4446,                0.28535,                0.89058,                 0.9018,                0.87217,                 0.8923,                0.73147,                0.77593,                0.60937,                 1.0929,             2.7088e-05,             2.7088e-05,             2.7088e-05
